"rank","freq","name","rho","method"
"90",0.0909090909090909,"X86",0,"forward"
"11",0.0909090909090909,"X11",0,"forward"
"12",0.0909090909090909,"X11",0,"forward"
"15",0.181818181818182,"X11",0,"forward"
"16",0.0909090909090909,"X11",0,"forward"
"19",0.0909090909090909,"X11",0,"forward"
"22",0.0909090909090909,"X11",0,"forward"
"24",0.0909090909090909,"X11",0,"forward"
"28",0.0909090909090909,"X11",0,"forward"
"78",0.0909090909090909,"X11",0,"forward"
"82",0.0909090909090909,"X11",0,"forward"
"17",0.0909090909090909,"X46",0,"forward"
"20",0.0909090909090909,"X46",0,"forward"
"39",0.0909090909090909,"X46",0,"forward"
"41",0.0909090909090909,"X46",0,"forward"
"52",0.0909090909090909,"X46",0,"forward"
"58",0.0909090909090909,"X46",0,"forward"
"68",0.0909090909090909,"X46",0,"forward"
"75",0.0909090909090909,"X46",0,"forward"
"78",0.0909090909090909,"X46",0,"forward"
"81",0.0909090909090909,"X46",0,"forward"
"85",0.0909090909090909,"X46",0,"forward"
"18",0.0909090909090909,"X30",0,"forward"
"29",0.0909090909090909,"X30",0,"forward"
"39",0.0909090909090909,"X30",0,"forward"
"52",0.0909090909090909,"X30",0,"forward"
"53",0.0909090909090909,"X30",0,"forward"
"66",0.0909090909090909,"X30",0,"forward"
"74",0.0909090909090909,"X30",0,"forward"
"75",0.0909090909090909,"X30",0,"forward"
"79",0.0909090909090909,"X30",0,"forward"
"86",0.0909090909090909,"X30",0,"forward"
"89",0.0909090909090909,"X30",0,"forward"
"19",0.181818181818182,"X23",0,"forward"
"48",0.0909090909090909,"X23",0,"forward"
"57",0.181818181818182,"X23",0,"forward"
"58",0.0909090909090909,"X23",0,"forward"
"66",0.0909090909090909,"X23",0,"forward"
"71",0.0909090909090909,"X23",0,"forward"
"80",0.0909090909090909,"X23",0,"forward"
"98",0.0909090909090909,"X23",0,"forward"
"99",0.0909090909090909,"X23",0,"forward"
"7",0.0909090909090909,"X13",0,"forward"
"9",0.0909090909090909,"X13",0,"forward"
"11",0.0909090909090909,"X13",0,"forward"
"13",0.0909090909090909,"X13",0,"forward"
"15",0.0909090909090909,"X13",0,"forward"
"17",0.0909090909090909,"X13",0,"forward"
"20",0.0909090909090909,"X13",0,"forward"
"33",0.181818181818182,"X13",0,"forward"
"41",0.0909090909090909,"X13",0,"forward"
"75",0.0909090909090909,"X13",0,"forward"
"21",0.0909090909090909,"X78",0,"forward"
"27",0.0909090909090909,"X78",0,"forward"
"36",0.0909090909090909,"X78",0,"forward"
"40",0.0909090909090909,"X78",0,"forward"
"60",0.0909090909090909,"X78",0,"forward"
"77",0.0909090909090909,"X78",0,"forward"
"78",0.181818181818182,"X78",0,"forward"
"81",0.0909090909090909,"X78",0,"forward"
"82",0.0909090909090909,"X78",0,"forward"
"95",0.0909090909090909,"X78",0,"forward"
"22",0.0909090909090909,"X52",0,"forward"
"26",0.0909090909090909,"X52",0,"forward"
"37",0.0909090909090909,"X52",0,"forward"
"45",0.0909090909090909,"X52",0,"forward"
"50",0.0909090909090909,"X52",0,"forward"
"54",0.0909090909090909,"X52",0,"forward"
"57",0.0909090909090909,"X52",0,"forward"
"59",0.0909090909090909,"X52",0,"forward"
"65",0.0909090909090909,"X52",0,"forward"
"72",0.0909090909090909,"X52",0,"forward"
"81",0.0909090909090909,"X52",0,"forward"
"19",0.0909090909090909,"X89",0,"forward"
"22",0.0909090909090909,"X89",0,"forward"
"23",0.0909090909090909,"X89",0,"forward"
"41",0.0909090909090909,"X89",0,"forward"
"45",0.0909090909090909,"X89",0,"forward"
"54",0.0909090909090909,"X89",0,"forward"
"58",0.0909090909090909,"X89",0,"forward"
"70",0.0909090909090909,"X89",0,"forward"
"80",0.0909090909090909,"X89",0,"forward"
"90",0.0909090909090909,"X89",0,"forward"
"96",0.0909090909090909,"X89",0,"forward"
"23",0.0909090909090909,"X68",0,"forward"
"24",0.0909090909090909,"X68",0,"forward"
"27",0.0909090909090909,"X68",0,"forward"
"35",0.0909090909090909,"X68",0,"forward"
"36",0.0909090909090909,"X68",0,"forward"
"39",0.0909090909090909,"X68",0,"forward"
"46",0.0909090909090909,"X68",0,"forward"
"59",0.0909090909090909,"X68",0,"forward"
"60",0.0909090909090909,"X68",0,"forward"
"73",0.0909090909090909,"X68",0,"forward"
"82",0.0909090909090909,"X68",0,"forward"
"14",0.0909090909090909,"X81",0,"forward"
"23",0.0909090909090909,"X81",0,"forward"
"25",0.0909090909090909,"X81",0,"forward"
"34",0.0909090909090909,"X81",0,"forward"
"41",0.0909090909090909,"X81",0,"forward"
"44",0.0909090909090909,"X81",0,"forward"
"64",0.0909090909090909,"X81",0,"forward"
"68",0.0909090909090909,"X81",0,"forward"
"69",0.0909090909090909,"X81",0,"forward"
"87",0.0909090909090909,"X81",0,"forward"
"93",0.0909090909090909,"X81",0,"forward"
"21",0.0909090909090909,"X61",0,"forward"
"25",0.0909090909090909,"X61",0,"forward"
"26",0.181818181818182,"X61",0,"forward"
"33",0.0909090909090909,"X61",0,"forward"
"44",0.0909090909090909,"X61",0,"forward"
"54",0.0909090909090909,"X61",0,"forward"
"57",0.0909090909090909,"X61",0,"forward"
"60",0.0909090909090909,"X61",0,"forward"
"83",0.0909090909090909,"X61",0,"forward"
"93",0.0909090909090909,"X61",0,"forward"
"8",0.0909090909090909,"X14",0,"forward"
"12",0.181818181818182,"X14",0,"forward"
"14",0.0909090909090909,"X14",0,"forward"
"15",0.0909090909090909,"X14",0,"forward"
"23",0.0909090909090909,"X14",0,"forward"
"27",0.0909090909090909,"X14",0,"forward"
"31",0.0909090909090909,"X14",0,"forward"
"46",0.0909090909090909,"X14",0,"forward"
"51",0.0909090909090909,"X14",0,"forward"
"56",0.0909090909090909,"X14",0,"forward"
"18",0.0909090909090909,"X63",0,"forward"
"28",0.0909090909090909,"X63",0,"forward"
"33",0.0909090909090909,"X63",0,"forward"
"40",0.0909090909090909,"X63",0,"forward"
"53",0.0909090909090909,"X63",0,"forward"
"57",0.0909090909090909,"X63",0,"forward"
"67",0.0909090909090909,"X63",0,"forward"
"70",0.181818181818182,"X63",0,"forward"
"80",0.0909090909090909,"X63",0,"forward"
"88",0.0909090909090909,"X63",0,"forward"
"29",0.0909090909090909,"X53",0,"forward"
"34",0.0909090909090909,"X53",0,"forward"
"36",0.0909090909090909,"X53",0,"forward"
"39",0.0909090909090909,"X53",0,"forward"
"43",0.0909090909090909,"X53",0,"forward"
"47",0.0909090909090909,"X53",0,"forward"
"55",0.0909090909090909,"X53",0,"forward"
"61",0.0909090909090909,"X53",0,"forward"
"84",0.0909090909090909,"X53",0,"forward"
"85",0.0909090909090909,"X53",0,"forward"
"97",0.0909090909090909,"X53",0,"forward"
"17",0.0909090909090909,"X50",0,"forward"
"21",0.0909090909090909,"X50",0,"forward"
"24",0.0909090909090909,"X50",0,"forward"
"30",0.0909090909090909,"X50",0,"forward"
"40",0.0909090909090909,"X50",0,"forward"
"42",0.0909090909090909,"X50",0,"forward"
"47",0.0909090909090909,"X50",0,"forward"
"73",0.0909090909090909,"X50",0,"forward"
"84",0.0909090909090909,"X50",0,"forward"
"89",0.0909090909090909,"X50",0,"forward"
"97",0.0909090909090909,"X50",0,"forward"
"21",0.0909090909090909,"X66",0,"forward"
"25",0.0909090909090909,"X66",0,"forward"
"29",0.0909090909090909,"X66",0,"forward"
"31",0.0909090909090909,"X66",0,"forward"
"40",0.0909090909090909,"X66",0,"forward"
"53",0.0909090909090909,"X66",0,"forward"
"65",0.0909090909090909,"X66",0,"forward"
"79",0.181818181818182,"X66",0,"forward"
"91",0.181818181818182,"X66",0,"forward"
"20",0.0909090909090909,"X35",0,"forward"
"24",0.0909090909090909,"X35",0,"forward"
"32",0.0909090909090909,"X35",0,"forward"
"36",0.0909090909090909,"X35",0,"forward"
"39",0.0909090909090909,"X35",0,"forward"
"46",0.0909090909090909,"X35",0,"forward"
"56",0.0909090909090909,"X35",0,"forward"
"63",0.0909090909090909,"X35",0,"forward"
"75",0.0909090909090909,"X35",0,"forward"
"79",0.0909090909090909,"X35",0,"forward"
"90",0.0909090909090909,"X35",0,"forward"
"15",0.0909090909090909,"X49",0,"forward"
"17",0.0909090909090909,"X49",0,"forward"
"19",0.0909090909090909,"X49",0,"forward"
"26",0.0909090909090909,"X49",0,"forward"
"33",0.0909090909090909,"X49",0,"forward"
"34",0.0909090909090909,"X49",0,"forward"
"41",0.0909090909090909,"X49",0,"forward"
"51",0.0909090909090909,"X49",0,"forward"
"64",0.0909090909090909,"X49",0,"forward"
"78",0.0909090909090909,"X49",0,"forward"
"89",0.0909090909090909,"X49",0,"forward"
"13",0.0909090909090909,"X19",0,"forward"
"34",0.0909090909090909,"X19",0,"forward"
"47",0.0909090909090909,"X19",0,"forward"
"53",0.0909090909090909,"X19",0,"forward"
"56",0.0909090909090909,"X19",0,"forward"
"60",0.0909090909090909,"X19",0,"forward"
"67",0.0909090909090909,"X19",0,"forward"
"70",0.0909090909090909,"X19",0,"forward"
"77",0.0909090909090909,"X19",0,"forward"
"86",0.0909090909090909,"X19",0,"forward"
"96",0.0909090909090909,"X19",0,"forward"
"35",0.0909090909090909,"X17",0,"forward"
"36",0.0909090909090909,"X17",0,"forward"
"52",0.0909090909090909,"X17",0,"forward"
"54",0.181818181818182,"X17",0,"forward"
"77",0.0909090909090909,"X17",0,"forward"
"80",0.0909090909090909,"X17",0,"forward"
"82",0.0909090909090909,"X17",0,"forward"
"89",0.0909090909090909,"X17",0,"forward"
"97",0.0909090909090909,"X17",0,"forward"
"99",0.0909090909090909,"X17",0,"forward"
"29",0.0909090909090909,"X55",0,"forward"
"32",0.181818181818182,"X55",0,"forward"
"36",0.0909090909090909,"X55",0,"forward"
"42",0.0909090909090909,"X55",0,"forward"
"54",0.0909090909090909,"X55",0,"forward"
"62",0.0909090909090909,"X55",0,"forward"
"65",0.0909090909090909,"X55",0,"forward"
"72",0.0909090909090909,"X55",0,"forward"
"95",0.0909090909090909,"X55",0,"forward"
"100",0.0909090909090909,"X55",0,"forward"
"20",0.0909090909090909,"X65",0,"forward"
"34",0.0909090909090909,"X65",0,"forward"
"36",0.181818181818182,"X65",0,"forward"
"37",0.0909090909090909,"X65",0,"forward"
"48",0.181818181818182,"X65",0,"forward"
"62",0.0909090909090909,"X65",0,"forward"
"96",0.0909090909090909,"X65",0,"forward"
"98",0.0909090909090909,"X65",0,"forward"
"100",0.0909090909090909,"X65",0,"forward"
"14",0.0909090909090909,"X44",0,"forward"
"29",0.0909090909090909,"X44",0,"forward"
"33",0.0909090909090909,"X44",0,"forward"
"38",0.0909090909090909,"X44",0,"forward"
"50",0.0909090909090909,"X44",0,"forward"
"55",0.0909090909090909,"X44",0,"forward"
"59",0.0909090909090909,"X44",0,"forward"
"64",0.0909090909090909,"X44",0,"forward"
"89",0.0909090909090909,"X44",0,"forward"
"93",0.0909090909090909,"X44",0,"forward"
"94",0.0909090909090909,"X44",0,"forward"
"16",0.0909090909090909,"X29",0,"forward"
"20",0.0909090909090909,"X29",0,"forward"
"28",0.0909090909090909,"X29",0,"forward"
"39",0.0909090909090909,"X29",0,"forward"
"57",0.0909090909090909,"X29",0,"forward"
"62",0.0909090909090909,"X29",0,"forward"
"72",0.0909090909090909,"X29",0,"forward"
"76",0.0909090909090909,"X29",0,"forward"
"87",0.0909090909090909,"X29",0,"forward"
"94",0.0909090909090909,"X29",0,"forward"
"98",0.0909090909090909,"X29",0,"forward"
"16",0.0909090909090909,"X24",0,"forward"
"40",0.0909090909090909,"X24",0,"forward"
"49",0.0909090909090909,"X24",0,"forward"
"53",0.0909090909090909,"X24",0,"forward"
"55",0.0909090909090909,"X24",0,"forward"
"61",0.0909090909090909,"X24",0,"forward"
"63",0.0909090909090909,"X24",0,"forward"
"68",0.0909090909090909,"X24",0,"forward"
"71",0.0909090909090909,"X24",0,"forward"
"74",0.0909090909090909,"X24",0,"forward"
"76",0.0909090909090909,"X24",0,"forward"
"16",0.0909090909090909,"X32",0,"forward"
"17",0.0909090909090909,"X32",0,"forward"
"20",0.181818181818182,"X32",0,"forward"
"32",0.0909090909090909,"X32",0,"forward"
"41",0.0909090909090909,"X32",0,"forward"
"61",0.0909090909090909,"X32",0,"forward"
"63",0.0909090909090909,"X32",0,"forward"
"87",0.0909090909090909,"X32",0,"forward"
"94",0.0909090909090909,"X32",0,"forward"
"98",0.0909090909090909,"X32",0,"forward"
"22",0.0909090909090909,"X40",0,"forward"
"29",0.0909090909090909,"X40",0,"forward"
"42",0.0909090909090909,"X40",0,"forward"
"46",0.181818181818182,"X40",0,"forward"
"49",0.0909090909090909,"X40",0,"forward"
"52",0.0909090909090909,"X40",0,"forward"
"57",0.0909090909090909,"X40",0,"forward"
"62",0.0909090909090909,"X40",0,"forward"
"78",0.0909090909090909,"X40",0,"forward"
"92",0.0909090909090909,"X40",0,"forward"
"25",0.0909090909090909,"X94",0,"forward"
"26",0.0909090909090909,"X94",0,"forward"
"43",0.0909090909090909,"X94",0,"forward"
"47",0.0909090909090909,"X94",0,"forward"
"56",0.0909090909090909,"X94",0,"forward"
"63",0.0909090909090909,"X94",0,"forward"
"73",0.0909090909090909,"X94",0,"forward"
"74",0.0909090909090909,"X94",0,"forward"
"76",0.0909090909090909,"X94",0,"forward"
"86",0.0909090909090909,"X94",0,"forward"
"90",0.0909090909090909,"X94",0,"forward"
"44",0.272727272727273,"X16",0,"forward"
"54",0.0909090909090909,"X16",0,"forward"
"60",0.0909090909090909,"X16",0,"forward"
"75",0.0909090909090909,"X16",0,"forward"
"79",0.0909090909090909,"X16",0,"forward"
"91",0.0909090909090909,"X16",0,"forward"
"93",0.0909090909090909,"X16",0,"forward"
"97",0.0909090909090909,"X16",0,"forward"
"100",0.0909090909090909,"X16",0,"forward"
"17",0.0909090909090909,"X37",0,"forward"
"43",0.0909090909090909,"X37",0,"forward"
"45",0.0909090909090909,"X37",0,"forward"
"50",0.0909090909090909,"X37",0,"forward"
"61",0.0909090909090909,"X37",0,"forward"
"64",0.0909090909090909,"X37",0,"forward"
"66",0.0909090909090909,"X37",0,"forward"
"76",0.181818181818182,"X37",0,"forward"
"86",0.0909090909090909,"X37",0,"forward"
"92",0.0909090909090909,"X37",0,"forward"
"7",0.0909090909090909,"X12",0,"forward"
"8",0.0909090909090909,"X12",0,"forward"
"10",0.0909090909090909,"X12",0,"forward"
"14",0.0909090909090909,"X12",0,"forward"
"16",0.0909090909090909,"X12",0,"forward"
"17",0.0909090909090909,"X12",0,"forward"
"30",0.0909090909090909,"X12",0,"forward"
"39",0.0909090909090909,"X12",0,"forward"
"44",0.0909090909090909,"X12",0,"forward"
"46",0.0909090909090909,"X12",0,"forward"
"56",0.0909090909090909,"X12",0,"forward"
"27",0.0909090909090909,"X60",0,"forward"
"43",0.0909090909090909,"X60",0,"forward"
"47",0.0909090909090909,"X60",0,"forward"
"62",0.0909090909090909,"X60",0,"forward"
"69",0.181818181818182,"X60",0,"forward"
"73",0.0909090909090909,"X60",0,"forward"
"74",0.0909090909090909,"X60",0,"forward"
"75",0.0909090909090909,"X60",0,"forward"
"82",0.0909090909090909,"X60",0,"forward"
"87",0.0909090909090909,"X60",0,"forward"
"31",0.0909090909090909,"X39",0,"forward"
"40",0.0909090909090909,"X39",0,"forward"
"41",0.0909090909090909,"X39",0,"forward"
"42",0.0909090909090909,"X39",0,"forward"
"48",0.0909090909090909,"X39",0,"forward"
"62",0.0909090909090909,"X39",0,"forward"
"65",0.181818181818182,"X39",0,"forward"
"93",0.0909090909090909,"X39",0,"forward"
"94",0.0909090909090909,"X39",0,"forward"
"98",0.0909090909090909,"X39",0,"forward"
"27",0.0909090909090909,"X67",0,"forward"
"30",0.0909090909090909,"X67",0,"forward"
"31",0.0909090909090909,"X67",0,"forward"
"45",0.0909090909090909,"X67",0,"forward"
"49",0.0909090909090909,"X67",0,"forward"
"57",0.0909090909090909,"X67",0,"forward"
"61",0.0909090909090909,"X67",0,"forward"
"67",0.0909090909090909,"X67",0,"forward"
"68",0.181818181818182,"X67",0,"forward"
"87",0.0909090909090909,"X67",0,"forward"
"15",0.0909090909090909,"X56",0,"forward"
"19",0.0909090909090909,"X56",0,"forward"
"28",0.0909090909090909,"X56",0,"forward"
"29",0.0909090909090909,"X56",0,"forward"
"49",0.0909090909090909,"X56",0,"forward"
"50",0.181818181818182,"X56",0,"forward"
"53",0.181818181818182,"X56",0,"forward"
"71",0.0909090909090909,"X56",0,"forward"
"97",0.0909090909090909,"X56",0,"forward"
"15",0.0909090909090909,"X36",0,"forward"
"24",0.0909090909090909,"X36",0,"forward"
"33",0.0909090909090909,"X36",0,"forward"
"44",0.0909090909090909,"X36",0,"forward"
"49",0.0909090909090909,"X36",0,"forward"
"51",0.0909090909090909,"X36",0,"forward"
"58",0.0909090909090909,"X36",0,"forward"
"62",0.0909090909090909,"X36",0,"forward"
"65",0.0909090909090909,"X36",0,"forward"
"73",0.0909090909090909,"X36",0,"forward"
"83",0.0909090909090909,"X36",0,"forward"
"17",0.0909090909090909,"X59",0,"forward"
"26",0.0909090909090909,"X59",0,"forward"
"34",0.0909090909090909,"X59",0,"forward"
"35",0.181818181818182,"X59",0,"forward"
"37",0.0909090909090909,"X59",0,"forward"
"42",0.0909090909090909,"X59",0,"forward"
"50",0.0909090909090909,"X59",0,"forward"
"52",0.0909090909090909,"X59",0,"forward"
"59",0.0909090909090909,"X59",0,"forward"
"83",0.0909090909090909,"X59",0,"forward"
"5",0.0909090909090909,"X15",0,"forward"
"7",0.0909090909090909,"X15",0,"forward"
"9",0.0909090909090909,"X15",0,"forward"
"10",0.0909090909090909,"X15",0,"forward"
"11",0.0909090909090909,"X15",0,"forward"
"13",0.0909090909090909,"X15",0,"forward"
"15",0.0909090909090909,"X15",0,"forward"
"28",0.0909090909090909,"X15",0,"forward"
"30",0.0909090909090909,"X15",0,"forward"
"53",0.0909090909090909,"X15",0,"forward"
"63",0.0909090909090909,"X15",0,"forward"
"19",0.0909090909090909,"X82",0,"forward"
"38",0.0909090909090909,"X82",0,"forward"
"50",0.0909090909090909,"X82",0,"forward"
"54",0.0909090909090909,"X82",0,"forward"
"59",0.0909090909090909,"X82",0,"forward"
"66",0.0909090909090909,"X82",0,"forward"
"70",0.0909090909090909,"X82",0,"forward"
"74",0.0909090909090909,"X82",0,"forward"
"81",0.0909090909090909,"X82",0,"forward"
"92",0.0909090909090909,"X82",0,"forward"
"100",0.0909090909090909,"X82",0,"forward"
"20",0.0909090909090909,"X57",0,"forward"
"24",0.0909090909090909,"X57",0,"forward"
"25",0.0909090909090909,"X57",0,"forward"
"31",0.0909090909090909,"X57",0,"forward"
"35",0.0909090909090909,"X57",0,"forward"
"37",0.0909090909090909,"X57",0,"forward"
"55",0.0909090909090909,"X57",0,"forward"
"60",0.0909090909090909,"X57",0,"forward"
"66",0.0909090909090909,"X57",0,"forward"
"73",0.0909090909090909,"X57",0,"forward"
"86",0.0909090909090909,"X57",0,"forward"
"19",0.0909090909090909,"X95",0,"forward"
"36",0.0909090909090909,"X95",0,"forward"
"40",0.0909090909090909,"X95",0,"forward"
"56",0.0909090909090909,"X95",0,"forward"
"60",0.0909090909090909,"X95",0,"forward"
"68",0.0909090909090909,"X95",0,"forward"
"75",0.0909090909090909,"X95",0,"forward"
"79",0.0909090909090909,"X95",0,"forward"
"83",0.0909090909090909,"X95",0,"forward"
"92",0.0909090909090909,"X95",0,"forward"
"99",0.0909090909090909,"X95",0,"forward"
"26",0.0909090909090909,"X33",0,"forward"
"29",0.0909090909090909,"X33",0,"forward"
"34",0.0909090909090909,"X33",0,"forward"
"48",0.0909090909090909,"X33",0,"forward"
"52",0.0909090909090909,"X33",0,"forward"
"55",0.0909090909090909,"X33",0,"forward"
"57",0.0909090909090909,"X33",0,"forward"
"59",0.0909090909090909,"X33",0,"forward"
"79",0.0909090909090909,"X33",0,"forward"
"95",0.0909090909090909,"X33",0,"forward"
"100",0.0909090909090909,"X33",0,"forward"
"11",0.0909090909090909,"X69",0,"forward"
"21",0.0909090909090909,"X69",0,"forward"
"58",0.0909090909090909,"X69",0,"forward"
"60",0.0909090909090909,"X69",0,"forward"
"63",0.0909090909090909,"X69",0,"forward"
"76",0.0909090909090909,"X69",0,"forward"
"81",0.0909090909090909,"X69",0,"forward"
"84",0.0909090909090909,"X69",0,"forward"
"88",0.0909090909090909,"X69",0,"forward"
"91",0.0909090909090909,"X69",0,"forward"
"99",0.0909090909090909,"X69",0,"forward"
"23",0.0909090909090909,"X64",0,"forward"
"27",0.0909090909090909,"X64",0,"forward"
"37",0.0909090909090909,"X64",0,"forward"
"51",0.0909090909090909,"X64",0,"forward"
"58",0.0909090909090909,"X64",0,"forward"
"59",0.0909090909090909,"X64",0,"forward"
"71",0.0909090909090909,"X64",0,"forward"
"83",0.0909090909090909,"X64",0,"forward"
"85",0.181818181818182,"X64",0,"forward"
"92",0.0909090909090909,"X64",0,"forward"
"30",0.0909090909090909,"X45",0,"forward"
"31",0.0909090909090909,"X45",0,"forward"
"40",0.0909090909090909,"X45",0,"forward"
"45",0.0909090909090909,"X45",0,"forward"
"60",0.0909090909090909,"X45",0,"forward"
"66",0.0909090909090909,"X45",0,"forward"
"67",0.0909090909090909,"X45",0,"forward"
"87",0.181818181818182,"X45",0,"forward"
"88",0.0909090909090909,"X45",0,"forward"
"100",0.0909090909090909,"X45",0,"forward"
"22",0.0909090909090909,"X43",0,"forward"
"33",0.0909090909090909,"X43",0,"forward"
"47",0.0909090909090909,"X43",0,"forward"
"49",0.0909090909090909,"X43",0,"forward"
"58",0.0909090909090909,"X43",0,"forward"
"61",0.181818181818182,"X43",0,"forward"
"74",0.0909090909090909,"X43",0,"forward"
"84",0.0909090909090909,"X43",0,"forward"
"88",0.0909090909090909,"X43",0,"forward"
"90",0.0909090909090909,"X43",0,"forward"
"12",0.0909090909090909,"X41",0,"forward"
"18",0.0909090909090909,"X41",0,"forward"
"28",0.0909090909090909,"X41",0,"forward"
"44",0.0909090909090909,"X41",0,"forward"
"46",0.0909090909090909,"X41",0,"forward"
"62",0.0909090909090909,"X41",0,"forward"
"72",0.0909090909090909,"X41",0,"forward"
"83",0.0909090909090909,"X41",0,"forward"
"86",0.0909090909090909,"X41",0,"forward"
"91",0.0909090909090909,"X41",0,"forward"
"100",0.0909090909090909,"X41",0,"forward"
"17",0.0909090909090909,"X77",0,"forward"
"21",0.0909090909090909,"X77",0,"forward"
"35",0.0909090909090909,"X77",0,"forward"
"42",0.0909090909090909,"X77",0,"forward"
"45",0.0909090909090909,"X77",0,"forward"
