"rank","freq","name","rho","thinning"
"53",0.0909090909090909,"X35",0,"draws"
"97",0.0909090909090909,"X35",0,"draws"
"10",0.0909090909090909,"X11",0,"draws"
"11",0.0909090909090909,"X11",0,"draws"
"13",0.0909090909090909,"X11",0,"draws"
"14",0.181818181818182,"X11",0,"draws"
"15",0.181818181818182,"X11",0,"draws"
"18",0.0909090909090909,"X11",0,"draws"
"31",0.0909090909090909,"X11",0,"draws"
"49",0.0909090909090909,"X11",0,"draws"
"59",0.0909090909090909,"X11",0,"draws"
"15",0.0909090909090909,"X45",0,"draws"
"38",0.181818181818182,"X45",0,"draws"
"44",0.0909090909090909,"X45",0,"draws"
"53",0.0909090909090909,"X45",0,"draws"
"58",0.0909090909090909,"X45",0,"draws"
"68",0.181818181818182,"X45",0,"draws"
"76",0.0909090909090909,"X45",0,"draws"
"79",0.0909090909090909,"X45",0,"draws"
"99",0.0909090909090909,"X45",0,"draws"
"16",0.0909090909090909,"X72",0,"draws"
"25",0.0909090909090909,"X72",0,"draws"
"34",0.0909090909090909,"X72",0,"draws"
"38",0.0909090909090909,"X72",0,"draws"
"39",0.0909090909090909,"X72",0,"draws"
"43",0.0909090909090909,"X72",0,"draws"
"62",0.0909090909090909,"X72",0,"draws"
"71",0.0909090909090909,"X72",0,"draws"
"76",0.0909090909090909,"X72",0,"draws"
"84",0.0909090909090909,"X72",0,"draws"
"85",0.0909090909090909,"X72",0,"draws"
"17",0.0909090909090909,"X89",0,"draws"
"18",0.181818181818182,"X89",0,"draws"
"22",0.0909090909090909,"X89",0,"draws"
"30",0.0909090909090909,"X89",0,"draws"
"55",0.0909090909090909,"X89",0,"draws"
"64",0.0909090909090909,"X89",0,"draws"
"72",0.0909090909090909,"X89",0,"draws"
"77",0.0909090909090909,"X89",0,"draws"
"81",0.0909090909090909,"X89",0,"draws"
"98",0.0909090909090909,"X89",0,"draws"
"18",0.0909090909090909,"X68",0,"draws"
"32",0.0909090909090909,"X68",0,"draws"
"34",0.0909090909090909,"X68",0,"draws"
"39",0.0909090909090909,"X68",0,"draws"
"45",0.0909090909090909,"X68",0,"draws"
"51",0.0909090909090909,"X68",0,"draws"
"66",0.0909090909090909,"X68",0,"draws"
"70",0.0909090909090909,"X68",0,"draws"
"79",0.0909090909090909,"X68",0,"draws"
"93",0.0909090909090909,"X68",0,"draws"
"96",0.0909090909090909,"X68",0,"draws"
"19",0.0909090909090909,"X84",0,"draws"
"34",0.181818181818182,"X84",0,"draws"
"35",0.0909090909090909,"X84",0,"draws"
"41",0.0909090909090909,"X84",0,"draws"
"47",0.0909090909090909,"X84",0,"draws"
"48",0.0909090909090909,"X84",0,"draws"
"57",0.0909090909090909,"X84",0,"draws"
"82",0.0909090909090909,"X84",0,"draws"
"92",0.0909090909090909,"X84",0,"draws"
"98",0.0909090909090909,"X84",0,"draws"
"13",0.0909090909090909,"X36",0,"draws"
"16",0.0909090909090909,"X36",0,"draws"
"20",0.0909090909090909,"X36",0,"draws"
"21",0.0909090909090909,"X36",0,"draws"
"29",0.0909090909090909,"X36",0,"draws"
"30",0.0909090909090909,"X36",0,"draws"
"37",0.0909090909090909,"X36",0,"draws"
"41",0.0909090909090909,"X36",0,"draws"
"73",0.0909090909090909,"X36",0,"draws"
"74",0.0909090909090909,"X36",0,"draws"
"94",0.0909090909090909,"X36",0,"draws"
"21",0.0909090909090909,"X63",0,"draws"
"28",0.181818181818182,"X63",0,"draws"
"30",0.0909090909090909,"X63",0,"draws"
"44",0.0909090909090909,"X63",0,"draws"
"48",0.0909090909090909,"X63",0,"draws"
"52",0.0909090909090909,"X63",0,"draws"
"54",0.0909090909090909,"X63",0,"draws"
"65",0.0909090909090909,"X63",0,"draws"
"91",0.0909090909090909,"X63",0,"draws"
"92",0.0909090909090909,"X63",0,"draws"
"13",0.0909090909090909,"X25",0,"draws"
"22",0.181818181818182,"X25",0,"draws"
"44",0.0909090909090909,"X25",0,"draws"
"48",0.0909090909090909,"X25",0,"draws"
"58",0.0909090909090909,"X25",0,"draws"
"66",0.0909090909090909,"X25",0,"draws"
"76",0.181818181818182,"X25",0,"draws"
"77",0.0909090909090909,"X25",0,"draws"
"87",0.0909090909090909,"X25",0,"draws"
"23",0.0909090909090909,"X46",0,"draws"
"25",0.0909090909090909,"X46",0,"draws"
"27",0.0909090909090909,"X46",0,"draws"
"28",0.0909090909090909,"X46",0,"draws"
"33",0.0909090909090909,"X46",0,"draws"
"34",0.0909090909090909,"X46",0,"draws"
"51",0.0909090909090909,"X46",0,"draws"
"63",0.0909090909090909,"X46",0,"draws"
"76",0.0909090909090909,"X46",0,"draws"
"79",0.0909090909090909,"X46",0,"draws"
"96",0.0909090909090909,"X46",0,"draws"
"15",0.0909090909090909,"X96",0,"draws"
"16",0.0909090909090909,"X96",0,"draws"
"18",0.0909090909090909,"X96",0,"draws"
"19",0.0909090909090909,"X96",0,"draws"
"22",0.0909090909090909,"X96",0,"draws"
"24",0.0909090909090909,"X96",0,"draws"
"25",0.0909090909090909,"X96",0,"draws"
"33",0.0909090909090909,"X96",0,"draws"
"46",0.0909090909090909,"X96",0,"draws"
"53",0.0909090909090909,"X96",0,"draws"
"95",0.0909090909090909,"X96",0,"draws"
"12",0.0909090909090909,"X73",0,"draws"
"25",0.0909090909090909,"X73",0,"draws"
"46",0.0909090909090909,"X73",0,"draws"
"60",0.0909090909090909,"X73",0,"draws"
"67",0.0909090909090909,"X73",0,"draws"
"77",0.0909090909090909,"X73",0,"draws"
"84",0.0909090909090909,"X73",0,"draws"
"85",0.0909090909090909,"X73",0,"draws"
"90",0.0909090909090909,"X73",0,"draws"
"98",0.0909090909090909,"X73",0,"draws"
"99",0.0909090909090909,"X73",0,"draws"
"26",0.0909090909090909,"X30",0,"draws"
"35",0.181818181818182,"X30",0,"draws"
"37",0.0909090909090909,"X30",0,"draws"
"45",0.0909090909090909,"X30",0,"draws"
"57",0.0909090909090909,"X30",0,"draws"
"72",0.0909090909090909,"X30",0,"draws"
"75",0.0909090909090909,"X30",0,"draws"
"79",0.0909090909090909,"X30",0,"draws"
"92",0.0909090909090909,"X30",0,"draws"
"97",0.0909090909090909,"X30",0,"draws"
"13",0.0909090909090909,"X70",0,"draws"
"14",0.0909090909090909,"X70",0,"draws"
"27",0.0909090909090909,"X70",0,"draws"
"44",0.0909090909090909,"X70",0,"draws"
"67",0.0909090909090909,"X70",0,"draws"
"71",0.0909090909090909,"X70",0,"draws"
"75",0.181818181818182,"X70",0,"draws"
"86",0.0909090909090909,"X70",0,"draws"
"87",0.0909090909090909,"X70",0,"draws"
"89",0.0909090909090909,"X70",0,"draws"
"28",0.0909090909090909,"X99",0,"draws"
"31",0.0909090909090909,"X99",0,"draws"
"42",0.0909090909090909,"X99",0,"draws"
"61",0.0909090909090909,"X99",0,"draws"
"64",0.181818181818182,"X99",0,"draws"
"66",0.0909090909090909,"X99",0,"draws"
"67",0.0909090909090909,"X99",0,"draws"
"84",0.0909090909090909,"X99",0,"draws"
"89",0.0909090909090909,"X99",0,"draws"
"90",0.0909090909090909,"X99",0,"draws"
"14",0.0909090909090909,"X100",0,"draws"
"24",0.0909090909090909,"X100",0,"draws"
"29",0.181818181818182,"X100",0,"draws"
"41",0.0909090909090909,"X100",0,"draws"
"43",0.0909090909090909,"X100",0,"draws"
"52",0.181818181818182,"X100",0,"draws"
"76",0.181818181818182,"X100",0,"draws"
"95",0.0909090909090909,"X100",0,"draws"
"13",0.0909090909090909,"X16",0,"draws"
"24",0.0909090909090909,"X16",0,"draws"
"30",0.0909090909090909,"X16",0,"draws"
"40",0.0909090909090909,"X16",0,"draws"
"43",0.0909090909090909,"X16",0,"draws"
"51",0.0909090909090909,"X16",0,"draws"
"63",0.0909090909090909,"X16",0,"draws"
"65",0.0909090909090909,"X16",0,"draws"
"67",0.0909090909090909,"X16",0,"draws"
"75",0.0909090909090909,"X16",0,"draws"
"95",0.0909090909090909,"X16",0,"draws"
"8",0.0909090909090909,"X15",0,"draws"
"12",0.272727272727273,"X15",0,"draws"
"13",0.0909090909090909,"X15",0,"draws"
"20",0.0909090909090909,"X15",0,"draws"
"31",0.181818181818182,"X15",0,"draws"
"47",0.0909090909090909,"X15",0,"draws"
"55",0.0909090909090909,"X15",0,"draws"
"87",0.0909090909090909,"X15",0,"draws"
"22",0.0909090909090909,"X85",0,"draws"
"32",0.0909090909090909,"X85",0,"draws"
"35",0.0909090909090909,"X85",0,"draws"
"37",0.0909090909090909,"X85",0,"draws"
"50",0.0909090909090909,"X85",0,"draws"
"62",0.0909090909090909,"X85",0,"draws"
"74",0.0909090909090909,"X85",0,"draws"
"78",0.0909090909090909,"X85",0,"draws"
"81",0.181818181818182,"X85",0,"draws"
"90",0.0909090909090909,"X85",0,"draws"
"17",0.0909090909090909,"X54",0,"draws"
"20",0.0909090909090909,"X54",0,"draws"
"27",0.0909090909090909,"X54",0,"draws"
"33",0.0909090909090909,"X54",0,"draws"
"36",0.0909090909090909,"X54",0,"draws"
"50",0.0909090909090909,"X54",0,"draws"
"59",0.0909090909090909,"X54",0,"draws"
"78",0.0909090909090909,"X54",0,"draws"
"83",0.0909090909090909,"X54",0,"draws"
"99",0.0909090909090909,"X54",0,"draws"
"100",0.0909090909090909,"X54",0,"draws"
"33",0.0909090909090909,"X23",0,"draws"
"34",0.0909090909090909,"X23",0,"draws"
"36",0.0909090909090909,"X23",0,"draws"
"37",0.0909090909090909,"X23",0,"draws"
"39",0.0909090909090909,"X23",0,"draws"
"58",0.0909090909090909,"X23",0,"draws"
"70",0.0909090909090909,"X23",0,"draws"
"78",0.0909090909090909,"X23",0,"draws"
"83",0.0909090909090909,"X23",0,"draws"
"88",0.0909090909090909,"X23",0,"draws"
"89",0.0909090909090909,"X23",0,"draws"
"24",0.0909090909090909,"X18",0,"draws"
"29",0.0909090909090909,"X18",0,"draws"
"35",0.0909090909090909,"X18",0,"draws"
"37",0.0909090909090909,"X18",0,"draws"
"58",0.181818181818182,"X18",0,"draws"
"64",0.0909090909090909,"X18",0,"draws"
"68",0.0909090909090909,"X18",0,"draws"
"79",0.0909090909090909,"X18",0,"draws"
"85",0.0909090909090909,"X18",0,"draws"
"94",0.0909090909090909,"X18",0,"draws"
"19",0.0909090909090909,"X88",0,"draws"
"33",0.0909090909090909,"X88",0,"draws"
"36",0.181818181818182,"X88",0,"draws"
"50",0.0909090909090909,"X88",0,"draws"
"51",0.0909090909090909,"X88",0,"draws"
"61",0.0909090909090909,"X88",0,"draws"
"74",0.0909090909090909,"X88",0,"draws"
"78",0.0909090909090909,"X88",0,"draws"
"80",0.0909090909090909,"X88",0,"draws"
"87",0.0909090909090909,"X88",0,"draws"
"17",0.0909090909090909,"X47",0,"draws"
"22",0.0909090909090909,"X47",0,"draws"
"23",0.0909090909090909,"X47",0,"draws"
"28",0.0909090909090909,"X47",0,"draws"
"32",0.0909090909090909,"X47",0,"draws"
"33",0.0909090909090909,"X47",0,"draws"
"37",0.0909090909090909,"X47",0,"draws"
"45",0.0909090909090909,"X47",0,"draws"
"61",0.0909090909090909,"X47",0,"draws"
"69",0.0909090909090909,"X47",0,"draws"
"77",0.0909090909090909,"X47",0,"draws"
"38",0.181818181818182,"X19",0,"draws"
"39",0.0909090909090909,"X19",0,"draws"
"52",0.0909090909090909,"X19",0,"draws"
"53",0.0909090909090909,"X19",0,"draws"
"67",0.0909090909090909,"X19",0,"draws"
"72",0.0909090909090909,"X19",0,"draws"
"75",0.0909090909090909,"X19",0,"draws"
"80",0.0909090909090909,"X19",0,"draws"
"92",0.0909090909090909,"X19",0,"draws"
"99",0.0909090909090909,"X19",0,"draws"
"14",0.0909090909090909,"X64",0,"draws"
"15",0.0909090909090909,"X64",0,"draws"
"16",0.0909090909090909,"X64",0,"draws"
"30",0.0909090909090909,"X64",0,"draws"
"39",0.0909090909090909,"X64",0,"draws"
"62",0.0909090909090909,"X64",0,"draws"
"72",0.0909090909090909,"X64",0,"draws"
"82",0.0909090909090909,"X64",0,"draws"
"83",0.0909090909090909,"X64",0,"draws"
"88",0.0909090909090909,"X64",0,"draws"
"89",0.0909090909090909,"X64",0,"draws"
"16",0.0909090909090909,"X92",0,"draws"
"40",0.0909090909090909,"X92",0,"draws"
"42",0.181818181818182,"X92",0,"draws"
"54",0.0909090909090909,"X92",0,"draws"
"60",0.0909090909090909,"X92",0,"draws"
"61",0.0909090909090909,"X92",0,"draws"
"82",0.0909090909090909,"X92",0,"draws"
"84",0.0909090909090909,"X92",0,"draws"
"91",0.0909090909090909,"X92",0,"draws"
"95",0.0909090909090909,"X92",0,"draws"
"15",0.0909090909090909,"X37",0,"draws"
"24",0.181818181818182,"X37",0,"draws"
"27",0.0909090909090909,"X37",0,"draws"
"41",0.0909090909090909,"X37",0,"draws"
"47",0.0909090909090909,"X37",0,"draws"
"49",0.0909090909090909,"X37",0,"draws"
"51",0.0909090909090909,"X37",0,"draws"
"66",0.0909090909090909,"X37",0,"draws"
"68",0.0909090909090909,"X37",0,"draws"
"100",0.0909090909090909,"X37",0,"draws"
"24",0.0909090909090909,"X71",0,"draws"
"27",0.0909090909090909,"X71",0,"draws"
"40",0.0909090909090909,"X71",0,"draws"
"42",0.0909090909090909,"X71",0,"draws"
"48",0.0909090909090909,"X71",0,"draws"
"54",0.0909090909090909,"X71",0,"draws"
"62",0.181818181818182,"X71",0,"draws"
"70",0.181818181818182,"X71",0,"draws"
"97",0.0909090909090909,"X71",0,"draws"
"17",0.0909090909090909,"X31",0,"draws"
"43",0.0909090909090909,"X31",0,"draws"
"46",0.0909090909090909,"X31",0,"draws"
"50",0.0909090909090909,"X31",0,"draws"
"56",0.0909090909090909,"X31",0,"draws"
"59",0.0909090909090909,"X31",0,"draws"
"65",0.0909090909090909,"X31",0,"draws"
"74",0.0909090909090909,"X31",0,"draws"
"78",0.0909090909090909,"X31",0,"draws"
"95",0.0909090909090909,"X31",0,"draws"
"100",0.0909090909090909,"X31",0,"draws"
"32",0.0909090909090909,"X17",0,"draws"
"36",0.0909090909090909,"X17",0,"draws"
"37",0.0909090909090909,"X17",0,"draws"
"44",0.0909090909090909,"X17",0,"draws"
"47",0.0909090909090909,"X17",0,"draws"
"60",0.0909090909090909,"X17",0,"draws"
"79",0.0909090909090909,"X17",0,"draws"
"81",0.0909090909090909,"X17",0,"draws"
"87",0.0909090909090909,"X17",0,"draws"
"92",0.0909090909090909,"X17",0,"draws"
"96",0.0909090909090909,"X17",0,"draws"
"28",0.0909090909090909,"X55",0,"draws"
"45",0.0909090909090909,"X55",0,"draws"
"50",0.0909090909090909,"X55",0,"draws"
"61",0.0909090909090909,"X55",0,"draws"
"67",0.0909090909090909,"X55",0,"draws"
"75",0.0909090909090909,"X55",0,"draws"
"81",0.0909090909090909,"X55",0,"draws"
"82",0.0909090909090909,"X55",0,"draws"
"86",0.0909090909090909,"X55",0,"draws"
"90",0.0909090909090909,"X55",0,"draws"
"94",0.0909090909090909,"X55",0,"draws"
"36",0.0909090909090909,"X38",0,"draws"
"46",0.181818181818182,"X38",0,"draws"
"72",0.0909090909090909,"X38",0,"draws"
"81",0.181818181818182,"X38",0,"draws"
"83",0.0909090909090909,"X38",0,"draws"
"88",0.0909090909090909,"X38",0,"draws"
"89",0.0909090909090909,"X38",0,"draws"
"91",0.0909090909090909,"X38",0,"draws"
"94",0.0909090909090909,"X38",0,"draws"
"9",0.0909090909090909,"X98",0,"draws"
"13",0.0909090909090909,"X98",0,"draws"
"36",0.0909090909090909,"X98",0,"draws"
"42",0.0909090909090909,"X98",0,"draws"
"47",0.0909090909090909,"X98",0,"draws"
"72",0.0909090909090909,"X98",0,"draws"
"73",0.181818181818182,"X98",0,"draws"
"88",0.0909090909090909,"X98",0,"draws"
"92",0.0909090909090909,"X98",0,"draws"
"100",0.0909090909090909,"X98",0,"draws"
"14",0.0909090909090909,"X39",0,"draws"
"25",0.0909090909090909,"X39",0,"draws"
"26",0.0909090909090909,"X39",0,"draws"
"28",0.0909090909090909,"X39",0,"draws"
"31",0.0909090909090909,"X39",0,"draws"
"38",0.0909090909090909,"X39",0,"draws"
"44",0.0909090909090909,"X39",0,"draws"
"48",0.0909090909090909,"X39",0,"draws"
"59",0.0909090909090909,"X39",0,"draws"
"66",0.0909090909090909,"X39",0,"draws"
"86",0.0909090909090909,"X39",0,"draws"
"23",0.0909090909090909,"X52",0,"draws"
"40",0.0909090909090909,"X52",0,"draws"
"49",0.0909090909090909,"X52",0,"draws"
"51",0.0909090909090909,"X52",0,"draws"
"56",0.0909090909090909,"X52",0,"draws"
"66",0.0909090909090909,"X52",0,"draws"
"68",0.0909090909090909,"X52",0,"draws"
"71",0.0909090909090909,"X52",0,"draws"
"83",0.0909090909090909,"X52",0,"draws"
"92",0.0909090909090909,"X52",0,"draws"
"98",0.0909090909090909,"X52",0,"draws"
"23",0.181818181818182,"X41",0,"draws"
"38",0.0909090909090909,"X41",0,"draws"
"50",0.0909090909090909,"X41",0,"draws"
"65",0.0909090909090909,"X41",0,"draws"
"86",0.0909090909090909,"X41",0,"draws"
"90",0.0909090909090909,"X41",0,"draws"
"91",0.0909090909090909,"X41",0,"draws"
"93",0.0909090909090909,"X41",0,"draws"
"94",0.0909090909090909,"X41",0,"draws"
"100",0.0909090909090909,"X41",0,"draws"
"39",0.0909090909090909,"X50",0,"draws"
"44",0.0909090909090909,"X50",0,"draws"
"47",0.0909090909090909,"X50",0,"draws"
"51",0.0909090909090909,"X50",0,"draws"
"52",0.0909090909090909,"X50",0,"draws"
"64",0.0909090909090909,"X50",0,"draws"
"69",0.181818181818182,"X50",0,"draws"
"76",0.0909090909090909,"X50",0,"draws"
"80",0.0909090909090909,"X50",0,"draws"
"95",0.0909090909090909,"X50",0,"draws"
"11",0.0909090909090909,"X12",0,"draws"
"13",0.0909090909090909,"X12",0,"draws"
"14",0.181818181818182,"X12",0,"draws"
"16",0.0909090909090909,"X12",0,"draws"
"18",0.0909090909090909,"X12",0,"draws"
"25",0.0909090909090909,"X12",0,"draws"
"26",0.0909090909090909,"X12",0,"draws"
"35",0.0909090909090909,"X12",0,"draws"
"52",0.0909090909090909,"X12",0,"draws"
"59",0.0909090909090909,"X12",0,"draws"
"18",0.0909090909090909,"X43",0,"draws"
"23",0.0909090909090909,"X43",0,"draws"
"25",0.0909090909090909,"X43",0,"draws"
"39",0.0909090909090909,"X43",0,"draws"
"41",0.0909090909090909,"X43",0,"draws"
"44",0.0909090909090909,"X43",0,"draws"
"50",0.0909090909090909,"X43",0,"draws"
"53",0.0909090909090909,"X43",0,"draws"
"58",0.0909090909090909,"X43",0,"draws"
"67",0.0909090909090909,"X43",0,"draws"
"88",0.0909090909090909,"X43",0,"draws"
"29",0.0909090909090909,"X62",0,"draws"
"31",0.0909090909090909,"X62",0,"draws"
"54",0.181818181818182,"X62",0,"draws"
"71",0.0909090909090909,"X62",0,"draws"
"72",0.0909090909090909,"X62",0,"draws"
"80",0.0909090909090909,"X62",0,"draws"
"86",0.0909090909090909,"X62",0,"draws"
"92",0.0909090909090909,"X62",0,"draws"
"96",0.0909090909090909,"X62",0,"draws"
"97",0.0909090909090909,"X62",0,"draws"
"19",0.0909090909090909,"X79",0,"draws"
"27",0.0909090909090909,"X79",0,"draws"
"43",0.0909090909090909,"X79",0,"draws"
"55",0.0909090909090909,"X79",0,"draws"
"61",0.181818181818182,"X79",0,"draws"
"74",0.0909090909090909,"X79",0,"draws"
"76",0.0909090909090909,"X79",0,"draws"
"81",0.0909090909090909,"X79",0,"draws"
"96",0.0909090909090909,"X79",0,"draws"
"97",0.0909090909090909,"X79",0,"draws"
"14",0.0909090909090909,"X77",0,"draws"
"22",0.0909090909090909,"X77",0,"draws"
"30",0.0909090909090909,"X77",0,"draws"
"50",0.181818181818182,"X77",0,"draws"
"53",0.0909090909090909,"X77",0,"draws"
"54",0.0909090909090909,"X77",0,"draws"
"56",0.0909090909090909,"X77",0,"draws"
"61",0.0909090909090909,"X77",0,"draws"
"71",0.0909090909090909,"X77",0,"draws"
"73",0.0909090909090909,"X77",0,"draws"
"13",0.0909090909090909,"X29",0,"draws"
"17",0.0909090909090909,"X29",0,"draws"
"40",0.0909090909090909,"X29",0,"draws"
"41",0.0909090909090909,"X29",0,"draws"
"45",0.0909090909090909,"X29",0,"draws"
"57",0.0909090909090909,"X29",0,"draws"
"60",0.0909090909090909,"X29",0,"draws"
"68",0.0909090909090909,"X29",0,"draws"
"71",0.0909090909090909,"X29",0,"draws"
"75",0.0909090909090909,"X29",0,"draws"
"100",0.0909090909090909,"X29",0,"draws"
"37",0.0909090909090909,"X48",0,"draws"
"48",0.0909090909090909,"X48",0,"draws"
"51",0.0909090909090909,"X48",0,"draws"
"55",0.0909090909090909,"X48",0,"draws"
"56",0.0909090909090909,"X48",0,"draws"
"58",0.0909090909090909,"X48",0,"draws"
"66",0.0909090909090909,"X48",0,"draws"
"75",0.0909090909090909,"X48",0,"draws"
"82",0.0909090909090909,"X48",0,"draws"
"86",0.0909090909090909,"X48",0,"draws"
"100",0.0909090909090909,"X48",0,"draws"
"20",0.0909090909090909,"X78",0,"draws"
"39",0.0909090909090909,"X78",0,"draws"
"43",0.0909090909090909,"X78",0,"draws"
"48",0.0909090909090909,"X78",0,"draws"
"54",0.0909090909090909,"X78",0,"draws"
"59",0.0909090909090909,"X78",0,"draws"
"63",0.0909090909090909,"X78",0,"draws"
"69",0.0909090909090909,"X78",0,"draws"
"72",0.0909090909090909,"X78",0,"draws"
"93",0.0909090909090909,"X78",0,"draws"
"99",0.0909090909090909,"X78",0,"draws"
"24",0.272727272727273,"X26",0,"draws"
"28",0.0909090909090909,"X26",0,"draws"
"33",0.0909090909090909,"X26",0,"draws"
"38",0.0909090909090909,"X26",0,"draws"
"40",0.0909090909090909,"X26",0,"draws"
"60",0.0909090909090909,"X26",0,"draws"
"63",0.0909090909090909,"X26",0,"draws"
"74",0.0909090909090909,"X26",0,"draws"
"84",0.0909090909090909,"X26",0,"draws"
"13",0.0909090909090909,"X81",0,"draws"
"25",0.0909090909090909,"X81",0,"draws"
"43",0.0909090909090909,"X81",0,"draws"
"57",0.0909090909090909,"X81",0,"draws"
"58",0.0909090909090909,"X81",0,"draws"
"59",0.0909090909090909,"X81",0,"draws"
"61",0.0909090909090909,"X81",0,"draws"
"63",0.0909090909090909,"X81",0,"draws"
"65",0.0909090909090909,"X81",0,"draws"
"68",0.0909090909090909,"X81",0,"draws"
"98",0.0909090909090909,"X81",0,"draws"
"16",0.0909090909090909,"X57",0,"draws"
"17",0.0909090909090909,"X57",0,"draws"
"32",0.0909090909090909,"X57",0,"draws"
"34",0.0909090909090909,"X57",0,"draws"
"42",0.0909090909090909,"X57",0,"draws"
"50",0.0909090909090909,"X57",0,"draws"
"59",0.0909090909090909,"X57",0,"draws"
"60",0.0909090909090909,"X57",0,"draws"
"62",0.0909090909090909,"X57",0,"draws"
"91",0.0909090909090909,"X57",0,"draws"
"95",0.0909090909090909,"X57",0,"draws"
"17",0.0909090909090909,"X51",0,"draws"
"24",0.0909090909090909,"X51",0,"draws"
"35",0.0909090909090909,"X51",0,"draws"
"38",0.0909090909090909,"X51",0,"draws"
"43",0.0909090909090909,"X51",0,"draws"
"52",0.0909090909090909,"X51",0,"draws"
"63",0.0909090909090909,"X51",0,"draws"
"85",0.0909090909090909,"X51",0,"draws"
"97",0.0909090909090909,"X51",0,"draws"
"98",0.0909090909090909,"X51",0,"draws"
"100",0.0909090909090909,"X51",0,"draws"
"16",0.0909090909090909,"X34",0,"draws"
"38",0.0909090909090909,"X34",0,"draws"
"55",0.181818181818182,"X34",0,"draws"
"56",0.0909090909090909,"X34",0,"draws"
"64",0.0909090909090909,"X34",0,"draws"
"65",0.0909090909090909,"X34",0,"draws"
"70",0.0909090909090909,"X34",0,"draws"
"71",0.0909090909090909,"X34",0,"draws"
"84",0.0909090909090909,"X34",0,"draws"
"88",0.0909090909090909,"X34",0,"draws"
"18",0.0909090909090909,"X28",0,"draws"
"27",0.0909090909090909,"X28",0,"draws"
"45",0.0909090909090909,"X28",0,"draws"
"46",0.0909090909090909,"X28",0,"draws"
"51",0.181818181818182,"X28",0,"draws"
"65",0.0909090909090909,"X28",0,"draws"
"73",0.181818181818182,"X28",0,"draws"
